"index","names","aic"
"1","US1CAOR0077",63.6938435236632
"1","US1LATR0007",63.7128126235365
"1","US1TXKR0067",63.8684540663865
"1","US1TXBXR220",63.9377276418252
"1","CA00115HR57",64.0096508691845
"1","US1COBR0010",64.0265088236876
"1","US1OHGR0003",64.3694754865318
"1","US1TXHRR187",64.4422147733874
"1","US1ORPK0040",64.4634816180435
"1","US1NHRC0004",64.5573229554743
"1","US1NMBR0295",64.5932089458049
"1","US1MDGR0010",64.6267477268404
"1","US1COAR0276",64.6728274235811
"1","US1ARBX0021",64.7058319353617
"1","US1ORLN0013",64.8346818486298
"1","US1NHGR0043",65.0147146551793
"1","US1VTWR0011",65.1240117019034
"1","US1KSRA0003",65.2610600479778
"1","US1COAR0333",65.4936014673001
"1","US1NMBR0292",65.556968021571
"1","US1GARB0007",65.5623454672214
"1","US1TXLR0003",65.5818924336231
"1","US1NCMR0021",65.6903044489262
"1","US1PAMR0004",65.6968189341457
"1","US1NMBR0306",65.7116532281962
"1","US1OHFR0007",65.7358999530491
"1","US1WIPR0001",65.7698183580455
"1","US1NDWR0015",66.0664753951841
"1","US1TNSR0057",66.1480345072278
"1","US1NDMR0005",66.1564462242111
"1","US1TNRD0036",66.164907919236
"1","US1SCDR0012",66.2559284596804
"1","US1COLR1186",66.4785369690894
"1","US1ORDS0023",66.5512644322183
"1","US1CORT0014",66.5525913211954
"1","US1NMBR0316",66.5964517191072
"1","US1MNRM0086",66.6295119711973
"1","US1ORLA0035",66.6873455298648
"1","US1MOOR0006",66.7189481501227
"1","US1ARGT0004",67.364252275385
"1","US1OHGR0010",67.4476297258801
"1","US1PAGR0008",67.711880899464
"1","US1FLMR0071",67.7542026383628
"1","US1MEFR0018",67.8056561073996
"1","US1ORWS0048",67.8716904988874
"1","US1SCRC0068",67.905916495843
"1","US1ARPS0008",67.993893221256
"1","US1COLR1170",68.0350393932803
"1","US1ORBN0031",68.0381045479802
"1","US1TXHRR023",68.0495969017546
"1","US1COLR0724",68.2592144934882
"1","US1CTFR0052",68.4542242167024
"1","US1ORWH0001",68.568321446121
"1","US1AZMR0474",68.6131925761428
"1","US1TXHRR001",68.7110352428335
"1","US1PAGR0009",68.8038041244824
"1","US1OHGR0002",68.8302636604824
"1","US1OHFR0039",68.8360145692912
"1","US1NMBR0234",68.8519792714404
"1","US1NMBR0030",68.9078060996639
"1","US1VTFR0008",68.9141977488544
"1","US1TNWR0015",69.0746932520084
"1","US1ARBT0002",69.1217251888747
"1","US1ORMT0071",69.1310142478623
"1","US1ORCC0060",69.5795844816833
"1","US1CAOR0058",69.5848536001042
"1","US1CORT0012",69.7594435661987
"1","US1COLR0772",69.8214292658424
"1","US1TXHRN007",70.0151920635055
"1","US1COAR0080",70.0976150946592
"1","US1ORLC0009",70.1938423183589
"1","US1NHCR0014",70.4367483530222
"1","US1COLR0976",70.5061170078274
"1","US1PAMR0001",70.5209568798224
"1","US1ORWS0063",70.529033325427
"1","US1COLR0226",70.6059825309113
"1","US1COMR0042",70.6248813923568
"1","US1NDRC0009",70.6255825720768
"1","US1MOGR0078",70.9072371254777
"1","US1ARGL0018",71.147345342507
"1","US1MSRN0017",71.19898670769
"1","US1NYER0124",71.2115205050249
"1","US1SCFR0005",71.3678148548792
"1","US1SCKR0015",71.3708032879449
"1","US1TNRD0042",71.3728041664528
"1","US1SCYR0047",71.5252493378927
"1","US1RIWS0016",71.5594431205092
"1","US1FLMR0008",71.5644291655022
"1","US1ARCW0013",71.5937846386641
"1","US1KSMR0009",71.6283662376748
"1","US1ARPS0017",71.7522258447836
"1","US1NYMR0042",71.8825753821309
"1","US1WIBR0023",71.9499479909291
"1","US1NCCR0108",72.0127462906163
"1","US1SCLR0032",72.0542786174441
"1","US1CAOR0003",72.1002093730571
"1","US1SCDR0043",72.1177526131501
"1","US1COLR0934",72.2872743053247
"1","US1MDHR0018",72.361749370841
"1","US1COLR1188",72.5028606015252
"1","US1TNSR0031",72.5217945702559
"1","US1COAR0044",72.580655883975
"1","US1ORBN0137",72.9913554630199
"1","US1COLR1187",73.0384775650214
"1","US1ORWS0066",73.0573997422493
"1","US1NMBR0057",73.1971512409187
"1","US1COGR0030",73.2039700960632
"1","US1TNTR0001",73.2844562705239
"1","US1ORWS0084",73.358648547654
"1","US1ARRN0005",73.496339240813
"1","US1ARPS0031",73.5348824266433
"1","US1WAPR0047",73.5403243190006
"1","US1COLR0819",73.6023870369504
"1","US1GARC0003",73.64270214848
"1","US1AZMR0361",73.6969854486537
"1","US1NYMR0067",73.9744063598266
"1","US1INMR0081",74.0556620237505
"1","US1AZMR0316",74.1484291317419
"1","US1NCRG0004",74.1606013616914
"1","US1SCDR0038",74.1853447261045
"1","US1CORT0017",74.3628233004873
"1","US1NDPR0002",74.4011424745539
"1","US1COOR0021",74.4195897521302
"1","US1NDBR0003",74.4393000393423
"1","US1ORCC0102",74.4744956583163
"1","US1TXAR0009",74.5001264328791
"1","US1OHER0042",74.5215561205491
"1","US1NHMR0005",74.5564954273084
"1","US1ORMT0110",74.6042666101888
"1","US1COLR0243",74.6839305997888
"1","US1ARWH0012",74.7096143220528
"1","US1NCTR0019",74.8650280807065
"1","US1COAR0334",74.9250732438623
"1","US1ORCC0012",74.9549254539911
"1","US1ORLN0088",75.2130169394989
"1","US1SCCR0014",75.4174116907214
"1","US1VTFR0021",75.5704217214718
"1","US1COLR0967",75.6512321147879
"1","US1NDRC0013",75.715589790382
"1","US1ORWS0109",75.792514814073
"1","US1COLR0109",76.145869855357
"1","US1COLR0537",76.3650990957773
"1","US1NMSR0018",76.389352561006
"1","US1COGR0020",76.4190036487952
"1","CA0021006RN",76.4665164135539
"1","US1CAOR0052",76.5453345665807
"1","US1ARRN0002",76.5907275067298
"1","US1PAYR0010",76.6735520021665
"1","US1RIKN0018",76.7757537261333
"1","US1SCHR0013",76.9181422439305
"1","US1ORWS0119",76.9253934128648
"1","US1KSRS0021",76.9720787091217
"1","US1ORMT0111",77.1203068354494
"1","US1ARCG0010",77.1912966433142
"1","US1CTHR0029",77.193534812217
"1","US1INMR0067",77.2293665964782
"1","US1MNRS0007",77.2535325171121
"1","US1NERW0002",77.4294345561624
"1","US1ARPS0040",77.4643578532761
"1","US1SCHR0083",77.5453068361255
"1","US1KSTR0023",77.612281106552
"1","US1KYHR0005",77.6346903622831
"1","US1MOOR0015",77.7463700607709
"1","US1CARV0026",77.9324568139997
"1","US1OHGR0026",77.9334155029102
"1","US1ORLA0183",78.0611331940633
"1","US1ORWS0138",78.0877963621344
"1","US1COLR0725",78.0987047761211
"1","US1ORLA0109",78.1016833386908
"1","US1ORLC0020",78.130463118113
"1","US1NDPR0006",78.1636357185074
"1","US1ORMT0115",78.2692760867909
"1","US1NMSR0032",78.3181957627508
"1","US1ORJC0100",78.338774351397
"1","US1NCHR0028",78.3594822354018
"1","US1AZMR0346",78.4194136299454
"1","US1ORPK0039",78.425121434216
"1","US1WIBR0030",78.530297734128
"1","US1ORMT0114",78.5635824678341
"1","US1COAR0373",78.6371285855916
"1","US1TNSR0055",78.7178545624945
"1","US1ORLC0010",78.7507658896873
"1","US1COLR0611",78.8964663414794
"1","US1NDMR0009",79.013764407905
"1","US1SDCR0011",79.2640386180097
"1","US1COLR0512",79.32485202867
"1","US1OHWR0013",79.370248419963
"1","US1NCRN0020",79.5049799886682
"1","US1MAFR0029",79.6273264287768
"1","US1ARPP0017",79.6911634858721
"1","US1CARV0027",79.7632886855596
"1","US1CTHR0036",79.8610069372754
"1","US1CAOR0051",80.0056679414871
"1","US1NYSR0033",80.1353064391058
"1","US1ARML0018",80.345743592059
"1","US1ORMT0108",80.5094162299096
"1","US1NHCR0030",80.5716864590039
"1","US1TXBXR099",80.6292378683494
"1","US1IAWR0003",80.6337117334085
"1","US1MOOR0001",80.7096832710266
"1","US1NDRC0006",80.8263776828657
"1","US1NCTR0020",80.9395014768707
"1","US1RIPR0016",81.0777626812717
"1","US1COLR0449",81.1842632034003
"1","US1WIRS0004",81.2426360699813
"1","US1ORBN0011",81.3974065556316
"1","US1FLIR0035",81.4422974167507
"1","US1ARDR0012",81.5550515295687
"1","US1AZMR0333",81.5957726431182
"1","US1COLR1098",81.6443771591353
"1","US1MSFR0005",81.763704030893
"1","US1COLR0474",81.7883010121057
"1","US1ORWS0122",81.8604920195841
"1","US1ORWS0131",81.9104477813987
"1","US1NMBR0125",81.9507678945169
"1","US1NYWR0015",82.0039442545444
"1","US1OHFR0087",82.0886057577087
"1","US1ORWS0123",82.1969861359276
"1","US1ORLN0063",82.2069553888218
"1","US1ORWS0108",82.2418902813222
"1","US1ORMT0087",82.2622118639324
"1","US1COLR1128",82.265420582101
"1","US1GASR0001",82.4619629016063
"1","US1TXBXR206",82.4648408573219
"1","CA00702GGR7",82.641409245266
"1","US1TXLR0004",82.8089976110107
"1","US1ILRI0012",82.9740406281236
"1","US1COLR0551",83.0706491984867
"1","US1NMRA0041",83.2093211940582
"1","US1INMR0008",83.6882357798247
"1","US1MOOR0017",83.7996969906047
"1","US1WIRK0002",83.8118133931471
"1","US1WIBR0027",83.8369718034822
"1","US1KSRC0001",84.2478786685492
"1","US1KSTR0016",84.3680385888952
"1","US1COLR1010",84.3821721848264
"1","US1NYHR0010",84.407415847308
"1","US1ILVR0005",84.4656665947409
"1","US1SDTR0008",84.5094217755831
"1","US1PABR0037",84.6301314564115
"1","US1NHGR0012",84.7182846288411
"1","US1MDWR0026",84.8110755290839
"1","US1RIWS0052",84.8510696723004
"1","US1IAHR0006",84.855988264991
"1","US1ORCC0086",84.9846095720216
"1","US1ORCC0068",85.0031715060537
"1","US1NYMR0048",85.2003942011188
"1","US1COLR0010",85.2364587793472
"1","US1FLMR0045",85.2547530760835
"1","US1COAR0189",85.3352732461225
"1","US1COLR1171",85.3448651169447
"1","US1COLR0835",85.4041796258117
"1","US1AZMR0421",85.5759327876581
"1","US1CTHR0034",85.5776214625315
"1","US1NHGR0007",85.6053310647339
"1","US1NHCR0043",85.6160389137171
"1","US1SCCR0175",85.6603658276913
"1","US1ORWS0111",85.7990739763963
"1","US1TXBXR207",85.8259309513813
"1","US1NMGR0003",85.983458537599
"1","US1NCBR0051",86.0246349424655
"1","US1TXMRR004",86.0426389984806
"1","US1VARN0002",86.1139507084797
"1","US1ARAS0005",86.1168786453529
"1","US1TXCMR059",86.1410364902752
"1","CA00110MR02",86.1853604595366
"1","US1ORMT0073",86.3038841351875
"1","US1ORLA0092",86.393072930304
"1","US1SCCR0058",86.4787986660816
"1","US1CORG0013",87.1118815644932
"1","US1COLR0376",87.1997339493966
"1","US1ORWS0120",87.322180608106
"1","US1NYSR0040",87.3965636633254
"1","US1NCFR0009",87.4241301210033
"1","US1MOCR0025",87.9248356007072
"1","US1ORCC0052",88.0549723875788
"1","US1NCHR0022",88.0877330134973
"1","US1NYMR0002",88.1177149769711
"1","US1ORMT0050",88.1800223146776
"1","US1NMRA0051",88.2154246442831
"1","US1NHRC0071",88.2486505948588
"1","US1WIBR0012",88.2640584549448
"1","US1NYOR0020",88.282599272066
"1","US1CORT0057",88.4538640821822
"1","US1LARC0002",88.5488082068882
"1","US1COGR0072",88.5560609878843
"1","US1CHARM032",88.5996825455714
"1","US1TXBRT121",88.7833608208622
"1","US1MABR0058",88.8083100110961
"1","US1WIRC0010",88.8460488889153
"1","US1COAR0161",88.9456889723738
"1","US1MNRM0045",88.9938105294054
"1","US1ORCT0022",89.0214026947498
"1","US1MOWR0005",89.2649776429963
"1","US1ILCR0009",89.2667689959189
"1","US1COLR0660",89.3087670583637
"1","US1CAMR0027",89.3231002162982
"1","US1FLCR0056",89.4436465938827
"1","US1TXBRT093",89.5256055544679
"1","US1TXBXR246",89.5472437510782
"1","US1ORCC0103",89.6659870798596
"1","US1COAR0050",89.6838602213871
"1","US1WIVR0001",89.7090931385542
"1","US1NYSR0027",89.8751596073086
"1","US1PAYR0021",89.8856302236731
"1","US1ORLN0087",89.9259675340036
"1","US1MNRW0011",89.932825428281
"1","US1ORBN0001",89.9581173096386
"1","US1OHTR0010",90.0157950414827
"1","US1COMR0071",90.0523748041461
"1","US1NCCR0130",90.2010759407517
"1","US1SCYR0069",90.2795710279074
"1","US1TXBRT122",90.2901977555171
"1","US1ORPK0012",90.4108046332731
"1","US1PAYR0007",90.4178087727736
"1","US1SCYR0068",90.4521977690017
"1","US1MAFR0031",90.7190853409642
"1","US1TXBRT008",90.7654820486919
"1","US1NYRL0001",90.8476583803992
"1","US1COLR0306",91.0037472730905
"1","US1KYPR0003",91.019006999495
"1","US1CARV0031",91.0746733925663
"1","US1NMTR0009",91.2599211501602
"1","US1ARHW0012",91.2917946289308
"1","US1MDFR0035",91.3696723020642
"1","US1MOCR0031",91.562804485379
"1","US1IDBR0033",91.5733844428027
"1","US1VAFR0025",91.5871601912159
"1","US1SCRC0106",91.626769765876
"1","US1ORLA0107",91.6379688042914
"1","US1WAPR0039",91.7323854135458
"1","US1MNWR0031",91.7378006339751
"1","US1TXBXR159",91.8059484508212
"1","US1SDBR0046",91.8252210532942
"1","US1MSRN0006",92.0064956135927
"1","US1ARBT0015",92.0159108736702
"1","US1SCYR0011",92.0246441086865
"1","US1TXHRR069",92.0289240132812
"1","US1SDRB0006",92.0809133428006
"1","US1AZMR0510",92.1126029280604
"1","US1ARAS0007",92.1374588377794
"1","US1INOR0027",92.16602897775
"1","US1ORLA0208",92.191978775911
"1","US1OKRM0004",92.2090136665072
"1","US1ORMT0106",92.2092333613437
"1","US1TXCRK006",92.3622571389753
"1","US1SCCR0158",92.7267804181889
"1","US1SCCR0161",92.7362276002035
"1","US1COLR0059",92.7876645191346
"1","US1ORCC0101",92.9817424005544
"1","US1NDWR0021",93.0043702284996
"1","US1ORLA0045",93.0681404441739
"1","US1PABR0006",93.2159317150107
"1","US1ORCC0104",93.3833099152671
"1","US1NMBR0121",93.41643957805
"1","CA003024R60",93.5510405830302
"1","US1COLR0385",93.6151637746628
"1","US1WIBR0021",93.6704021187429
"1","US1COLR0314",93.6851338272748
"1","US1INMR0118",93.7621782526837
"1","US1COLR1083",93.8745399904808
"1","US1ORUM0012",93.8982218093957
"1","US1ORJC0079",93.9283668779192
"1","US1ARLW0005",93.996673156741
"1","US1ORWS0004",94.0261723567185
"1","US1COLR0621",94.0761824489132
"1","US1AZMR0517",94.1150260161455
"1","US1ORKL0002",94.2085588783448
"1","US1TXBXR386",94.2801304813356
"1","US1TXBXR147",94.3595608836199
"1","US1SCHR0077",94.3808608724853
"1","US1COLR1167",94.5480130771937
"1","US1AZMR0314",94.6784670803196
"1","US1AZMR0273",94.7470129683484
"1","US1CORT0050",94.7953808278142
"1","US1COLR0506",94.8107917183845
"1","US1INMR0036",94.9051307961923
"1","US1NMBR0284",94.9269217964085
"1","US1ORMT0060",95.0127657358291
"1","US1ORCC0036",95.0390952978894
"1","US1ORJS0004",95.0897140464227
"1","US1FLIR0001",95.1087242469617
"1","US1COLR0496",95.1319051199992
"1","US1INMR0058",95.1576403641107
"1","US1CTFR0037",95.2586491758155
"1","US1IDBR0009",95.2638989807607
"1","US1COLR0042",95.3030762069105
"1","US1MNSR0036",95.3840525539091
"1","US1MDCR0009",95.3869400427949
"1","US1SCLR0010",95.4501975427742
"1","US1NYER0116",95.4675518611393
"1","US1COLR1007",95.5244886243211
"1","US1RIKN0009",95.5823157191713
"1","US1WIRK0018",95.5876483555705
"1","US1WIVR0006",95.5968042794337
"1","US1CTHR0082",95.7478482145578
"1","US1MOGR0028",96.0590347647927
"1","US1SDFR0035",96.1222588856161
"1","US1ARGN0021",96.2204485665038
"1","US1COLR0444",96.2423817044278
"1","US1NMBR0077",96.2946784921525
"1","US1WIRC0022",96.450986838642
"1","US1NMHR0004",96.5622234648582
"1","US1ORLA0205",96.5706201856552
"1","US1ORMN0035",96.589326049055
"1","CA006117R99",96.5903254991306
"1","US1NMMR0007",96.6938782130832
"1","US1ORLA0194",96.8017335557121
"1","US1ARCB0010",96.806206552406
"1","US1NCDR0008",96.8199863247982
"1","US1SCCR0166",96.8449788261442
"1","US1SCOR0041",96.8719258613321
"1","US1ARWH0014",96.9100647177439
"1","US1RIPR0013",96.9151480288479
"1","US1NMBR0242",96.9293333742573
"1","US1COLR0055",97.005131821283
"1","US1COLR0279",97.2110597897231
"1","US1ORKL0003",97.4682663045088
"1","US1GARC0012",97.5252205595279
"1","US1OHGR0017",97.6014502739492
"1","US1NCCR0025",97.7564682368686
"1","CA00307CR22",97.8368383748862
"1","US1SDRB0013",97.8851263939124
"1","US1ORJC0028",97.9713030781339
"1","US1NCDR0021",98.1867990137763
"1","US1FLIR0034",98.3030181583892
"1","US1COLR0310",98.3209328654564
"1","US1SCHR0109",98.3269244686603
"1","US1ARMN0004",98.3561367523252
"1","US1ORUM0016",98.4185823539341
"1","US1NYER0147",98.473649240093
"1","US1SDFR0026",98.4985825467108
"1","US1OHDR0024",98.7534492969232
"1","US1NHGR0036",98.92998325251
"1","US1MDFR0008",98.9581491614028
"1","US1MIHR0008",99.0677312611869
"1","US1SDBR0013",99.2168937660162
"1","US1FLMR0040",99.2813368300829
"1","US1ORDG0011",99.3557897901459
"1","US1NHCR0020",99.3944622147749
"1","US1CORT0058",99.4787781057272
"1","US1COLR0426",99.6239020306116
"1","US1NCTR0028",99.7180709477414
"1","US1CAOR0072",100.02856802271
"1","US1NMBR0045",100.05506795527
"1","US1ORLN0026",100.097372972878
"1","US1ILRC0007",100.153209450207
"1","US1TXBXR359",100.19980281544
"1","US1MNRM0085",100.274776351069
"1","US1ORCC0002",100.5221082303
"1","US1ORBN0045",100.528975778128
"1","US1MAFR0001",100.558465203281
"1","US1SCCR0120",100.577272770903
"1","US1NHGR0014",100.63617100437
"1","US1TXBXR314",100.965900122523
"1","US1ORLN0048",100.978816020025
"1","US1ORCS0018",101.053544026711
"1","US1SCHR0095",101.326379475318
"1","US1COLR0469",101.606614768745
"1","US1ORJC0098",101.697722556482
"1","US1TXHRR034",101.754763481598
"1","US1MABR0035",101.890647071088
"1","US1TXBXR327",101.900310857991
"1","US1NCNR0004",101.985141132947
"1","US1NCDR0019",102.070776226579
"1","US1COOR0005",102.097856989593
"1","US1COAR0235",102.256714293854
"1","US1NYER0159",102.262301488777
"1","US1COLR0214",102.264075186159
"1","US1INHR0002",102.304739741415
"1","US1CAOR0011",102.357764420472
"1","US1WAGR0014",102.413102897881
"1","US1NMGR0054",102.413139640094
"1","US1NYSR0002",102.415335881181
"1","US1FLMR0074",102.492983635142
"1","US1ORWC0003",102.543287060285
