"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00297191","1987-07-15","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   25",",,0,1800","    0","P,,0","    0","P,,0","  267",",,0","   78",",,0",,,,,"  222",",,0,1800",,,"    1",",,0",,,,,,,,
"USC00297191","1987-07-16","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","  150",",,0,1800","    0","P,,0","    0","P,,0","  222",",,0","  106",",,0",,,,,"  117",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-17","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    8",",,0,1800","    0","P,,0","    0","P,,0","  228",",,0","   94",",,0",,,,,"  200",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-18","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  239",",,0","   61",",,0",,,,,"  217",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-19","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  267",",,0","   44",",,0",,,,,"  256",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-20","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    8",",,0,1800","    0","P,,0","    0","P,,0","  256",",,0","   83",",,0",,,,,"  217",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-21","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    3",",,0,1800","    0","P,,0","    0","P,,0","  261",",,0","   83",",,0",,,,,"  222",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-22","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    3",",,0,1800","    0","P,,0","    0","P,,0","  294",",,0","  111",",,0",,,,,"  144",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-23","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   23",",,0,1800","    0","P,,0","    0","P,,0","  300",",,0","   78",",,0",,,,,"  183",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-24","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   41",",,0,1800","    0","P,,0","    0","P,,0","  294",",,0","  111",",,0",,,,,"  178",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-25","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","  107",",,0,1800","    0","P,,0","    0","P,,0","  256",",,0","  122",",,0",,,,,"  167",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-26","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  261",",,0","   89",",,0",,,,,"  244",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-27","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   94",",,0,1800","    0","P,,0","    0","P,,0","  244",",,0","  122",",,0",,,,,"  222",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-28","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","  122",",,0,1800","    0","P,,0","    0","P,,0","  228",",,0","  117",",,0",,,,,"  167",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-29","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   13",",,0,1800","    0","P,,0","    0","P,,0","  228",",,0","  117",",,0",,,,,"  161",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-30","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","  157",",,0,1800","    0","P,,0","    0","P,,0","  233",",,0","  106",",,0",,,,,"  167",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-07-31","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   20",",,0,1800",,,,,"  256",",,0","  117",",,0",,,,,"  172",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-08-01","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","  376",",,0,1800","    0","P,,0","    0",",,0","  250",",,0","   89",",,0",,,,,"  156",",,0,1800",,,"    1",",,0",,,,,,,,
"USC00297191","1987-08-02","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   38",",,0,1800","    0","P,,0","    0","P,,0","  261",",,0","   83",",,0",,,,,"  211",",,0,1800",,,,,,,,,"    1",",,0",,
"USC00297191","1987-08-03","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","T,,0,1800","    0","P,,0","    0","P,,0","  250",",,0","  117",",,0",,,,,"  156",",,0,1800",,,"    1",",,0",,,,,,,,
"USC00297191","1987-08-04","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   41",",,0,1800","    0","P,,0","    0","P,,0","  239",",,0","  106",",,0",,,,,"  150",",,0,1800",,,"    1",",,0",,,,,,,,
"USC00297191","1987-08-05","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   61",",,0,1800","    0","P,,0","    0","P,,0","  233",",,0","  122",",,0",,,,,"  178",",,0,1800",,,"    1",",,0",,,,,,,,
"USC00297191","1987-08-06","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","  137",",,0,1800","    0","P,,0","    0","P,,0","  244",",,0","   94",",,0",,,,,"  194",",,0,1800",,,"    1",",,0",,,,,,,,
"USC00297191","1987-08-07","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   30",",,0,1800","    0","P,,0","    0","P,,0","  217",",,0","  111",",,0",,,,,"  183",",,0,1800",,,"    1",",,0",,,,,,,,
"USC00297191","1987-08-08","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    8",",,0,1800","    0","P,,0","    0","P,,0","  222",",,0","   94",",,0",,,,,"  194",",,0,1800",,,"    1",",,0",,,,,,,,
"USC00297191","1987-08-09","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   61",",,0,1800","    0","P,,0","    0","P,,0","  239",",,0","  111",",,0",,,,,"  228",",,0,1800",,,"    1",",,0",,,,,,,,
"USC00297191","1987-08-10","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0",",,0,1800","    0","P,,0","    0","P,,0","  233",",,0","   89",",,0",,,,,"  222",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-08-11","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   51",",,0,1800","    0","P,,0","    0","P,,0","  222",",,0","  122",",,0",,,,,"  167",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-08-12","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","T,,0,1800","    0","P,,0","    0","P,,0","  228",",,0","  117",",,0",,,,,"  211",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-08-13","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   38",",,0,1800","    0","P,,0","    0","P,,0","  228",",,0","   61",",,0",,,,,"  200",",,0,1800",,,"    1",",,0",,,,,,,,
"USC00297191","1987-08-14","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","T,,0,1800","    0","P,,0","    0","P,,0","  228",",,0","   44",",,0",,,,,"  183",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-08-15","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  239",",,0","   44",",,0",,,,,"  228",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-08-16","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  244",",,0","   11",",,0",,,,,"  233",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-08-17","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  256",",,0","   11",",,0",,,,,"  244",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-08-18","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  283",",,0","   33",",,0",,,,,"  267",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-08-19","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  294",",,0","   72",",,0",,,,,"  228",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-08-20","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0",",,0,1800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00297191","1987-08-21","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0",",,0,1800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00297191","1987-08-22","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0",",,0,1800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00297191","1987-08-23","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00297191","1987-08-24","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US",,,"    0","P,,0","    0","P,,0",,,,,"    2",",,0","  137",",,0",,,,,,,,,,,,,,
"USC00297191","1987-08-25","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0",",,0,1800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00297191","1987-08-26","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0",",,0,1800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00297191","1987-08-27","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0",",,0,1800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00297191","1987-08-28","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0",",,0,1800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00297191","1987-08-29","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0",",,0,1800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00297191","1987-08-30","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  250",",,0","   28",",,0",,,,,"  139",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-08-31","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   20",",,0,1800","    0","P,,0","    0","P,,0","  228",",,0","   67",",,0",,,,,"  156",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-01","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0",",,0","  244",",,0","   44",",,0",,,,,"  222",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-02","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  244",",,0","   28",",,0",,,,,"  217",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-03","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  244",",,0","   50",",,0",,,,,"  206",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-04","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   81",",,0,1800","    0","P,,0","    0","P,,0","  206",",,0","   50",",,0",,,,,"  144",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-05","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  206",",,0","   89",",,0",,,,,"  156",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-06","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  222",",,0","   33",",,0",,,,,"  183",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-07","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  244",",,0","   33",",,0",,,,,"  183",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-08","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  239",",,0","   39",",,0",,,,,"  222",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-09","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  256",",,0","   22",",,0",,,,,"  211",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-10","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  256",",,0","   11",",,0",,,,,"  233",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-11","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00297191","1987-09-12","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US",,,"    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00297191","1987-09-13","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US",,,"    0","P,,0","    0","P,,0","  256",",,0","   17",",,0","    3",",,0","   53",",,0","   89",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-14","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   10",",,0,1800","    0","P,,0","    0","P,,0","  194",",,0","   28",",,0",,,,,"  144",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-15","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  200",",,0","   17",",,0",,,,,"  172",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-16","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  233",",,0","    0",",,0",,,,,"  200",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-17","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  200",",,0","   11",",,0",,,,,"  161",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-18","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  206",",,0","   11",",,0",,,,,"  161",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-19","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  233",",,0","    0",",,0",,,,,"  183",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-20","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  244",",,0","   -6",",,0",,,,,"  211",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-21","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  228",",,0","    0",",,0",,,,,"  122",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-22","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  206",",,0","   72",",,0",,,,,"  167",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-23","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    5",",,0,1800","    0","P,,0","    0","P,,0","  222",",,0","   50",",,0",,,,,"  139",",,0,1800",,,"    1",",,0",,,,,,,,
"USC00297191","1987-09-24","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   13",",,0,1800","    0","P,,0","    0","P,,0","  222",",,0","   28",",,0",,,,,"  117",",,0,1800",,,"    1",",,0",,,,,,,,
"USC00297191","1987-09-25","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  178",",,0","   44",",,0",,,,,"  161",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-26","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  217",",,0","    6",",,0",,,,,"  167",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-27","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  228",",,0","    6",",,0",,,,,"  128",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-28","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    5",",,0,1800","    0","P,,0","    0","P,,0","  228",",,0","   61",",,0",,,,,"  167",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-29","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0",",,0,1800","    0","P,,0","    0","P,,0","  222",",,0","   17",",,0",,,,,"  161",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-09-30","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","T,,0,1800","    0","P,,0","    0","P,,0","  200",",,0","   22",",,0",,,,,"  133",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-01","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    5",",,0,1800","    0","P,,0","    0",",,0","  211",",,0","  -11",",,0",,,,,"  189",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-02","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  228",",,0","  -11",",,0",,,,,"  128",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-03","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  228",",,0","  -11",",,0",,,,,"  183",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-04","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  239",",,0","  -17",",,0",,,,,"  217",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-05","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  244",",,0","  -22",",,0",,,,,"  228",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-06","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  250",",,0","  -22",",,0",,,,,"  172",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-07","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  256",",,0","   -6",",,0",,,,,"  117",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-08","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  250",",,0","    0",",,0",,,,,"  128",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-09","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  228",",,0","   -6",",,0",,,,,"  122",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-10","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  228",",,0","   -6",",,0",,,,,"  206",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-11","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  239",",,0","   11",",,0",,,,,"  178",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-12","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  233",",,0","   22",",,0",,,,,"  172",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-13","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   15",",,0,1800","    0","P,,0","    0","P,,0","  200",",,0","   56",",,0",,,,,"   94",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-14","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   56",",,0,1800","    0","P,,0","    0","P,,0","  156",",,0","   -6",",,0",,,,,"  128",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-15","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  156",",,0","  -33",",,0",,,,,"  128",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-16","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  194",",,0","  -22",",,0",,,,,"  144",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-17","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  200",",,0","  -28",",,0",,,,,"  133",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-18","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  183",",,0","   -6",",,0",,,,,"  133",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-19","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  178",",,0","  -44",",,0",,,,,"  150",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-20","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  194",",,0","  -44",",,0",,,,,"   56",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-21","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  167",",,0","  -17",",,0",,,,,"  133",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-22","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   51",",,0,1800","    0",",,0","    0","P,,0","  150",",,0","    6",",,0",,,,,"   78",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-23","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","  140",",,0,1800","    0","P,,0","    0","P,,0","  150",",,0","    6",",,0",,,,,"   72",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-24","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   30",",,0,1800","    0","P,,0","    0","P,,0","  117",",,0","   -6",",,0",,,,,"  106",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-25","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  178",",,0","   33",",,0",,,,,"  111",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-26","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  178",",,0","  -17",",,0",,,,,"   72",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-27","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  189",",,0","  -11",",,0",,,,,"  100",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-28","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","T,,0,1800","    0","P,,0","    0","P,,0","  206",",,0","   28",",,0",,,,,"   72",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-29","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   13",",,0,1800","    0","P,,0","    0","P,,0","  117",",,0","   17",",,0",,,,,"  100",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-30","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   33",",,0,1800","    0","P,,0","    0","P,,0","  167",",,0","   17",",,0",,,,,"  128",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-10-31","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   38",",,0,1800","    0","P,,0","    0","P,,0","  128",",,0","    0",",,0",,,,,"   78",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-11-01","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","  127",",,0,1800","    0","P,,0","    0",",,0","  144",",,0","   22",",,0",,,,,"   50",",,0,1800",,,"    1",",,0",,,"    1",",,0",,,,
"USC00297191","1987-11-02","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    8",",,0,1800","    0","P,,0","    0","P,,0","  133",",,0","   33",",,0",,,,,"   72",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-11-03","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  150",",,0","   -6",",,0",,,,,"   67",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-11-04","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  167",",,0","  -17",",,0",,,,,"   78",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-11-05","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","   18",",,0,1800","    0","P,,0","    0","P,,0","  150",",,0","   44",",,0",,,,,"   78",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-11-06","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","  109",",,0,1800","    0","P,,0","    0","P,,0","  111",",,0","   44",",,0",,,,,"   44",",,0,1800",,,"    1",",,0",,,"    1",",,0",,,,
"USC00297191","1987-11-07","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","   83",",,0","  -61",",,0",,,,,"   11",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-11-08","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  106",",,0","  -78",",,0",,,,,"   39",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-11-09","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  111",",,0","  -78",",,0",,,,,"   28",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-11-10","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  122",",,0","  -78",",,0",,,,,"   -6",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-11-11","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  122",",,0","  -78",",,0",,,,,"  -17",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-11-12","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0",",,0,1800","    0","P,,0","    0","P,,0",,,,,,,,,,,,,,,,,,,,,,
"USC00297191","1987-11-13","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  156",",,0","  -83",",,0",,,,,"   67",",,0,1800",,,,,,,,,,,,
"USC00297191","1987-11-14","34.13333","-108.51667","2334.8","QUEMADO LAKE, NM US","    0","P,,0,1800","    0","P,,0","    0","P,,0","  100",",,0","  -11",",,0",,,,,"    6",",,0,1800",,,,,,,,,,,,
