"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00293234","1959-10-14","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  200",",,0","   28",",,0",,,,,"  167",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-15","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  217",",,0","    6",",,0",,,,,"  178",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-16","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  239",",,0","   44",",,0",,,,,"  200",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-17","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  228",",,0","   44",",,0",,,,,"  194",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-18","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  211",",,0","   44",",,0",,,,,"  167",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-19","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  228",",,0","   22",",,0",,,,,"  183",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-20","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  206",",,0","   11",",,0",,,,,"  178",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-21","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  211",",,0","    0",",,0",,,,,"  161",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-22","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  222",",,0","   -6",",,0",,,,,"  139",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-23","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  228",",,0","   22",",,0",,,,,"  156",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-24","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  211",",,0","   44",",,0",,,,,"  117",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-25","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  233",",,0","   61",",,0",,,,,"  139",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-26","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  239",",,0","   61",",,0",,,,,"  172",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-27","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  206",",,0","   56",",,0",,,,,"  144",",,0,1800",,,,,,,,,,
"USC00293234","1959-10-28","35.35","-107.66667","2196.1","SAN MATEO, NM US","   51",",,0,1800","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00293234","1959-10-29","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00293234","1959-10-30","35.35","-107.66667","2196.1","SAN MATEO, NM US","   76",",,0,1800","    0",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00293234","1959-10-31","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0","T,,0,1800","    0","T,,0","    0",",,0",,,,,,,,,,,,,,,,,,,,
"USC00293234","1959-11-01","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,
"USC00293234","1959-11-02","35.35","-107.66667","2196.1","SAN MATEO, NM US","   13",",,0,1800","    0",",,0","    0",",,0","  150",",,0",,,,,,,"  100",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-03","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  122",",,0",,,,,,,"   28",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-04","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   89",",,0",,,,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-05","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   72",",,0",,,,,,,"   50",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-06","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   94",",,0",,,,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-07","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  128",",,0",,,,,,,"   50",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-08","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  122",",,0",,,,,,,"   39",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-09","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  172",",,0",,,,,,,"   67",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-10","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  156",",,0","  -61",",,0",,,,,"   78",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-11","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  167",",,0","  -61",",,0",,,,,"   94",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-12","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  161",",,0","  -44",",,0",,,,,"   89",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-13","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  133",",,0","   -6",",,0",,,,,"   89",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-14","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  133",",,0","  -72",",,0",,,,,"  -17",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-15","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  144",",,0","  -78",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-16","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  133",",,0"," -100",",,0",,,,,"   78",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-17","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  133",",,0","  -67",",,0",,,,,"   94",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-18","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  144",",,0","  -83",",,0",,,,,"   89",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-19","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  156",",,0","  -22",",,0",,,,,"  100",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-20","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  139",",,0","  -44",",,0",,,,,"   83",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-21","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  150",",,0","  -67",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-22","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   83",",,0","  -11",",,0",,,,,"   39",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-23","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  117",",,0","  -83",",,0",,,,,"  -22",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-24","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  144",",,0","  -67",",,0",,,,,"    0",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-25","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  100",",,0","  -67",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-26","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   94",",,0"," -111",",,0",,,,,"  -17",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-27","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   28",",,0"," -122",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-28","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  122",",,0"," -117",",,0",,,,,"    6",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-29","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  111",",,0","  -78",",,0",,,,,"   11",",,0,1800",,,,,,,,,,
"USC00293234","1959-11-30","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  100",",,0","  -72",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-01","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  111",",,0","  -83",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-02","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  156",",,0","  -94",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-03","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  106",",,0","  -83",",,0",,,,,"   72",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-04","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  100",",,0","  -89",",,0",,,,,"   17",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-05","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   22",",,0"," -144",",,0",,,,,"  -67",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-06","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  100",",,0"," -117",",,0",,,,,"   -6",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-07","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  133",",,0","  -89",",,0",,,,,"   78",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-08","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  128",",,0","  -83",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-09","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   72",",,0","  -39",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-10","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   50",",,0","    0",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-11","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   33",",,0","  -89",",,0",,,,,"   -6",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-12","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   61",",,0","  -56",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-13","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0","T,,0,1800","    0",",,0","    0",",,0","   44",",,0"," -100",",,0",,,,,"  -22",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-14","35.35","-107.66667","2196.1","SAN MATEO, NM US",,,,,,,"   61",",,0"," -106",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-15","35.35","-107.66667","2196.1","SAN MATEO, NM US",,,,,,,"   33",",,0","  -39",",,0","    2",",,0","   25",",,0","   17",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-16","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  100",",,0","  -89",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-17","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  111",",,0","  -94",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-18","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  122",",,0"," -106",",,0",,,,,"  -39",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-19","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  133",",,0"," -150",",,0",,,,,"  -67",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-20","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  117",",,0"," -117",",,0",,,,,"  -72",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-21","35.35","-107.66667","2196.1","SAN MATEO, NM US","   25",",,0,1800",,,,,"  111",",,0","  -72",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-22","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   72",",,0","   -6",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-23","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   61",",,0","  -67",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-24","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   67",",,0","  -72",",,0",,,,,"  -56",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-25","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   44",",,0"," -117",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-26","35.35","-107.66667","2196.1","SAN MATEO, NM US",,,,,,,"  100",",,0"," -106",",,0",,,,,"   28",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-27","35.35","-107.66667","2196.1","SAN MATEO, NM US",,,,,,,"   78",",,0","  -94",",,0","    2",",,0","   10",",,0","  -33",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-28","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   44",",,0"," -111",",,0",,,,,"  -67",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-29","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   50",",,0"," -128",",,0",,,,,"  -39",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-30","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   56",",,0"," -150",",,0",,,,,"  -67",",,0,1800",,,,,,,,,,
"USC00293234","1959-12-31","35.35","-107.66667","2196.1","SAN MATEO, NM US","   20",",,0,1800","    0",",,0",,,"   22",",,0"," -111",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-01","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0","T,,0,1800",,,,,"  -11",",,0"," -183",",,0",,,,," -117",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-02","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  -39",",,0"," -228",",,0",,,,," -122",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-03","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  -67",",,0"," -233",",,0",,,,," -111",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-04","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  -11",",,0"," -261",",,0",,,,,"  -83",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-05","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  -33",",,0"," -106",",,0",,,,,"  -78",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-06","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   17",",,0"," -122",",,0",,,,,"  -50",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-07","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   50",",,0"," -150",",,0",,,,,"  -67",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-08","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   72",",,0"," -122",",,0",,,,,"  -61",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-09","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  100",",,0"," -128",",,0",,,,,"  -72",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-10","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   56",",,0","  -89",",,0",,,,,"  -56",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-11","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   67",",,0","  -72",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-12","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   78",",,0","  -67",",,0",,,,,"    0",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-13","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   67",",,0","  -17",",,0",,,,,"   33",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-14","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   56",",,0","  -22",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-15","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   28",",,0"," -122",",,0",,,,,"    0",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-16","35.35","-107.66667","2196.1","SAN MATEO, NM US","   20",",,0,1800",,,,,"   17",",,0","  -94",",,0",,,,,"  -50",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-17","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  -39",",,0","  -78",",,0",,,,,"  -67",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-18","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  -56",",,0","  -94",",,0",,,,,"  -72",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-19","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  -17",",,0"," -122",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-20","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   44",",,0"," -117",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-21","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   44",",,0"," -150",",,0",,,,,"   -6",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-22","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   39",",,0"," -128",",,0",,,,,"    0",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-23","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   61",",,0"," -122",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-24","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   83",",,0"," -144",",,0",,,,,"    0",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-25","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   94",",,0","  -78",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-26","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   89",",,0","  -39",",,0",,,,,"   39",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-27","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   67",",,0","  -50",",,0",,,,,"   33",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-28","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   61",",,0","  -39",",,0",,,,,"   28",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-29","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  106",",,0","  -94",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-30","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  100",",,0","  -67",",,0",,,,,"   50",",,0,1800",,,,,,,,,,
"USC00293234","1960-01-31","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  100",",,0","  -17",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-01","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   83",",,0","  -72",",,0",,,,,"   56",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-02","35.35","-107.66667","2196.1","SAN MATEO, NM US","   38",",,0,1800",,,,,"   56",",,0"," -106",",,0",,,,,"  -39",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-03","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   17",",,0","  -72",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-04","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   39",",,0","  -83",",,0",,,,,"   -6",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-05","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   44",",,0","  -67",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-06","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   56",",,0"," -117",",,0",,,,,"  -39",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-07","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   94",",,0","  -94",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-08","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  117",",,0","  -39",",,0",,,,,"   72",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-09","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0","T,,0,1800",,,,,"   72",",,0","  -78",",,0",,,,,"    0",",,0,1800",,,,,,,"    1",",,0",,
"USC00293234","1960-02-10","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   44",",,0","  -61",",,0",,,,,"   -6",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-11","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   56",",,0"," -100",",,0",,,,,"   11",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-12","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   44",",,0","  -94",",,0",,,,,"   17",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-13","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   44",",,0","  -89",",,0",,,,,"   39",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-14","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   61",",,0"," -106",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-15","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   72",",,0"," -122",",,0",,,,,"   33",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-16","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   50",",,0"," -122",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-17","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   56",",,0"," -117",",,0",,,,,"    0",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-18","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   44",",,0"," -150",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-19","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   67",",,0"," -122",",,0",,,,,"  -22",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-20","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"    0",",,0"," -156",",,0",,,,,"  -56",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-21","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   22",",,0"," -122",",,0",,,,,"  -22",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-22","35.35","-107.66667","2196.1","SAN MATEO, NM US","   15",",,0,1800",,,,,"   44",",,0"," -133",",,0",,,,,"  -67",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-23","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"    0",",,0","  -83",",,0",,,,,"  -39",",,0,1800",,,,,,,,,,
"USC00293234","1960-02-24","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  -44",",,0"," -139",",,0",,,,,"  -72",",,0,1800",,,,,,,,,,
