"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00293234","1959-01-08","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   72",",,0"," -122",",,0",,,,,"  -11",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-09","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  111",",,0"," -128",",,0",,,,,"   11",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-10","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  122",",,0"," -122",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-11","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  117",",,0"," -144",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-12","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  133",",,0"," -156",",,0",,,,,"   67",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-13","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  133",",,0","  -72",",,0",,,,,"   67",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-14","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   94",",,0","  -39",",,0",,,,,"    0",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-15","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   33",",,0","  -89",",,0",,,,,"    0",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-16","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   89",",,0"," -106",",,0",,,,,"   33",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-17","35.35","-107.66667","2196.1","SAN MATEO, NM US","   10",",,0,1800",,,,,"  100",",,0","  -39",",,0",,,,,"   56",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-18","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  100",",,0","  -22",",,0",,,,,"   72",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-19","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   72",",,0","  -89",",,0",,,,,"  -83",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-20","35.35","-107.66667","2196.1","SAN MATEO, NM US","   56",",,0,1800",,,,,"  -39",",,0"," -228",",,0",,,,," -100",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-21","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   44",",,0"," -156",",,0",,,,,"  -67",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-22","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   44",",,0"," -111",",,0",,,,,"  -28",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-23","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   72",",,0"," -144",",,0",,,,,"  -67",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-24","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  100",",,0"," -111",",,0",,,,,"    0",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-25","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  117",",,0","  -89",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-26","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   94",",,0","  -56",",,0",,,,,"   28",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-27","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   89",",,0"," -100",",,0",,,,,"   28",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-28","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   83",",,0"," -100",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-29","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   72",",,0"," -111",",,0",,,,,"   17",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-30","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  100",",,0"," -100",",,0",,,,,"   28",",,0,1800",,,,,,,,,,
"USC00293234","1959-01-31","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   44",",,0","  -83",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-01","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   33",",,0","  -89",",,0",,,,,"  -33",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-02","35.35","-107.66667","2196.1","SAN MATEO, NM US","    3",",,0,1800","    0",",,0",,,"   28",",,0"," -100",",,0",,,,,"  -33",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-03","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  -11",",,0"," -128",",,0",,,,,"  -39",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-04","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   56",",,0","  -89",",,0",,,,,"    0",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-05","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   89",",,0"," -100",",,0",,,,,"   17",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-06","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  100",",,0","  -89",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-07","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  111",",,0","  -67",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-08","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  111",",,0","  -61",",,0",,,,,"   50",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-09","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   72",",,0","  -78",",,0",,,,,"  -61",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-10","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   61",",,0"," -172",",,0",,,,,"   33",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-11","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   94",",,0","  -72",",,0",,,,,"   50",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-12","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  100",",,0","  -61",",,0",,,,,"   56",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-13","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   56",",,0","  -44",",,0",,,,,"   11",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-14","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   94",",,0"," -128",",,0",,,,,"   17",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-15","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  139",",,0"," -106",",,0",,,,,"   61",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-16","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  128",",,0","  -39",",,0",,,,,"   83",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-17","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  100",",,0","   17",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-18","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  100",",,0","  -11",",,0",,,,,"   56",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-19","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   89",",,0","  -83",",,0",,,,,"   33",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-20","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  128",",,0","  -89",",,0",,,,,"   67",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-21","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  117",",,0","  -50",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-22","35.35","-107.66667","2196.1","SAN MATEO, NM US","    3",",,0,1800","    0",",,0",,,"   61",",,0","  -61",",,0",,,,,"   11",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-23","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   94",",,0"," -117",",,0",,,,,"   61",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-24","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   78",",,0"," -117",",,0",,,,,"   50",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-25","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"   67",",,0","  -89",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-26","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  111",",,0"," -117",",,0",,,,,"   56",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-27","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  100",",,0"," -106",",,0",,,,,"   50",",,0,1800",,,,,,,,,,
"USC00293234","1959-02-28","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0",,,"  128",",,0","  -89",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-01","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  150",",,0"," -111",",,0",,,,,"   67",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-02","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  156",",,0","  -67",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-03","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  167",",,0","  -89",",,0",,,,,"   83",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-04","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   89",",,0","  -78",",,0",,,,,"  -17",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-05","35.35","-107.66667","2196.1","SAN MATEO, NM US","    3",",,0,1800","    0",",,0","    0",",,0","   33",",,0"," -156",",,0",,,,,"   11",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-06","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  122",",,0"," -122",",,0",,,,,"   56",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-07","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  133",",,0"," -144",",,0",,,,,"   67",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-08","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  111",",,0"," -122",",,0",,,,,"   83",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-09","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  161",",,0","  -89",",,0",,,,,"   94",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-10","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  122",",,0","  -61",",,0",,,,,"   89",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-11","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   89",",,0"," -111",",,0",,,,,"   17",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-12","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  144",",,0"," -128",",,0",,,,,"   72",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-13","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  178",",,0","  -78",",,0",,,,,"   94",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-14","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   94",",,0","  -22",",,0",,,,,"   56",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-15","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   56",",,0"," -128",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-16","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   94",",,0"," -139",",,0",,,,,"   61",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-17","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  156",",,0","  -78",",,0",,,,,"  122",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-18","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  178",",,0","  -56",",,0",,,,,"  133",",I,0,1800",,,,,,,,,,
"USC00293234","1959-03-19","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  122",",I,0","  -94",",,0",,,,,"   56",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-20","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  172",",,0","  -72",",,0",,,,,"   94",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-21","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  161",",,0"," -117",",,0",,,,,"   89",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-22","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  167",",,0","  -78",",,0",,,,,"   89",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-23","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  172",",,0","    0",",,0",,,,,"  117",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-24","35.35","-107.66667","2196.1","SAN MATEO, NM US","   28",",,0,1800",,,"    0",",,0","  128",",,0","  -33",",,0",,,,,"    0",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-25","35.35","-107.66667","2196.1","SAN MATEO, NM US","   41",",,0,1800",,,"    0",",,0","   50",",,0","  -61",",,0",,,,,"   33",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-26","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  111",",,0","  -61",",,0",,,,,"   33",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-27","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","   89",",,0","  -67",",,0",,,,,"   44",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-28","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  150",",,0","  -61",",,0",,,,,"  117",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-29","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  161",",,0","  -28",",,0",,,,,"  128",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-30","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  178",",,0","  -17",",,0",,,,,"  122",",,0,1800",,,,,,,,,,
"USC00293234","1959-03-31","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  200",",,0","  -61",",,0",,,,,"  133",",,0,1800",,,,,,,,,,
"USC00293234","1959-04-01","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  200",",,0","  -56",",,0",,,,,"  150",",,0,1800",,,,,,,,,,
"USC00293234","1959-04-02","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  244",",,0","  -50",",,0",,,,,"  167",",,0,1800",,,,,,,,,,
"USC00293234","1959-04-03","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  250",",,0","   11",",,0",,,,,"  183",",,0,1800",,,,,,,,,,
"USC00293234","1959-04-04","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  233",",,0","   22",",,0",,,,,"  189",",,0,1800",,,,,,,,,,
"USC00293234","1959-04-05","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0",",,0,1800","    0",",,0","    0",",,0","  244",",,0","   11",",,0",,,,,"  183",",,0,1800",,,,,,,,,,
"USC00293234","1959-04-06","35.35","-107.66667","2196.1","SAN MATEO, NM US","   25",",,0,1800","    0",",,0","    0",",,0","  233",",,0","   22",",,0",,,,,"  211",",,0,1800",,,"    1",",,0",,,,,,
"USC00293234","1959-04-07","35.35","-107.66667","2196.1","SAN MATEO, NM US","   48",",,0,1800","    0",",,0","    0",",,0","  211",",,0","   11",",,0",,,,,"   33",",,0,1800",,,,,"    1",",,0",,,,
"USC00293234","1959-04-08","35.35","-107.66667","2196.1","SAN MATEO, NM US","    0","T,,0,1800","    0",",,0","    0",",,0","  117",",,0","    0",",,0",,,,,"   22",",,0,1800",,,,,,,,,,
